user_input,columns
all requests routed to /legacy-api,"http.route,app.legacy-asset-id-lookup.inventory_id,app.legacy-asset-id-lookup.asset_guid,app.legacy-asset-id-lookup.inventoryID,app.system.clientapisuccess,app.system.clientapirequest,http.method,rpc.method,app.legacy-asset-id-lookup.inventoryId,app.legacy-asset-id-lookup.assetGuid,guid:x-request-id,app.log.info,request.url,http.url,app.ipapiproxy.ipapioffline,tls.authorized,app.status,app.accountapiproxy.orgforipsuccess,app.sfapiproxy.sfapioffline,app.log.error,url,app.action,request.headers,user_agent.original,app.orders.retrieved,app.accountapiproxy.accountclientcalled,http.protocol,request_size,rpc.service,service.version,next.route,app.orders.list,response.data,messaging.system,app.accountapiproxy.orgforipfailed,app.log.warn,http.request_content_length_uncompressed,code.namespace,app.accountapiproxy.orgforip,user_agent,app.listing,app.accountapiproxy.accountclientsuccess,deployment.environment,response_flags,app.flowid,rpc.system,app.skipped,exception.stacktrace,istio.namespace,http.response_content_length_uncompressed,trace.parent_id,http.status_code,name,exception.message,parent_name,service_name,error,duration_ms,db.statement"
slow database queries,"db.system,db.operation,db.statement,db.user,db.name,db.redis.database_index,duration_ms,error,exception.stacktrace,db.postgresql.prepared_statement_name,messaging.active_job.executions,rpc.service,library.version,http.target,rpc.system,http.route,name,code.namespace,net.transport,rpc.method,service.name,library.name,code.function,type,process.runtime.description,http.url,http.method,rake.task,exception.type,status_code,serializer.renderer,trace.link.trace_id,serializer.format,serializer.name,status_message,messaging.system,process.pid,span.num_events,span.kind,process.runtime.version,http.host,exception.message,parent_name,trace.trace_id,trace.span_id,process.command,process.runtime.name,trace.parent_id,telemetry.sdk.language,grape.filter.type,http.status_code"
count spans per trace,"trace.span_id,trace.trace_id,span.num_events,sentry-trace_id,trace.parent_id,span.num_links,span.kind,sentry-sample_rate,duration_ms,sentry-sampled,sentry-transaction,telemetry.instrumentation_library,sentry-replay_id,telemetry.sdk.language,telemetry.sdk.name,name,telemetry.sdk.version,http.response_content_length,db.sql.table,service.version,db.system,status_code,db.statement,http.request_content_length,error,sentry-environment,service.name,meta.signal_type,sentry-release,db.rows_affected,parent_name,host.name,aws.request_id,library.name,http.url,meta.annotation_type,aws.operation,http.route,aws.region,status_message,type,library.version,honeycomb.distro.version,honeycomb.distro.runtime_version,gin.errors,http.scheme,http.flavor,enduser.id,exception.message,http.method,http.status_code"
Request rate over time for model name llama-2-70b,"model.version,http.success_rate,duration_ms,service.version,probe.time_to_first_token_ms,meta.honeycomb.event_latency,probe.url,service.name,fly.public_ip,probe.id,fly.region,name,status_message,library.version,probe.name,telemetry.sdk.language,telemetry.sdk.name,telemetry.sdk.version,type,probe.ok,library.name,status_code,service.instance.id,http.method,error,http.response_content_length,fly.app_name,telemetry.instrumentation_library,http.request_content_length,http.status_code,http.user_agent,net.peer.name,http.url,fly.image_ref,parent_name,span.num_events,trace.trace_id,span.num_links,meta.signal_type,http.flavor,span.kind,trace.span_id,fly.alloc_id,meta.annotation_type,exception.type,http.status_class,exception.message,trace.parent_id,http.route"
latency distribution by status code,"status_code,http.status_code,duration_ms,service.version,graphql.error.code,net.transport,peer.service,meta.signal_type,error,library.version,net.peer.port,http.method,honeycomb.distro.language,graphql.errors.count,trace.trace_id,db.system,span.kind,trace.span_id,telemetry.instrumentation_library,net.peer.ip,db.statement,env,http.url,service.name,honeycomb.distro.runtime_version,graphql.http.request.type,service.instance.id,net.peer.name,span.num_events,honeycomb.distro.version,db.connection_id,graphql.error.message,http.target,http.user_agent,type,graphql.http.request.query.hash,library.name,span.num_links,db.user,trace.parent_id,http.host,graphql.http.kind,name,db.name,meta.annotation_type,graphql.http.request.query.id,graphql.operation.kind,graphql.operation.id,graphql.operation.name,graphql.schema.isDefault,http.route,exception.message,parent_name"
span name is pre-task-commands,"evergreen.task.name,process.command,evergreen.command.command_name,span.kind,name,evergreen.task.execution,process.executable.name,parent_name,library.name,host.name,aws.ecs.task.family,trace.span_id,evergreen.task.id,evergreen.command.function_name,process.runtime.name,evergreen.task.status,process.command_line,telemetry.sdk.name,container.name,process.command_args,aws.ecs.task.revision,aws.ecs.task.arn,telemetry.sdk.language,service.name,pytest.span_type,evergreen.build.name,container.id,process.owner,host.type,span.num_links,code.function,type,status_message,evergreen.command.git_get_project.clone_branch,http.url,evergreen.command.git_get_project.clone_repo,service.version,aws.ecs.launchtype,http.method,process.pid,code.lineno,net.peer.name,snapshot_time,exception.stacktrace,evergreen.version.id,pytest.nodeid,error,evergreen.github.repo,evergreen.project.identifier,evergreen.project.id,exception.message,http.status_code,http.route,duration_ms,trace.parent_id"
messaging.rabbitmq.routing_key contains fulfillment where response was slow,"messaging.rabbitmq.routing_key,messaging.destination,emq.option.queue.block_on_binding,emq.amqp.consumer.pending_acks,emq.amqp.publisher.exchange,eve.msg.ack.requeue,emq.option.queue.message_limit,emq.option.queue.single_active_consumer,emq.amqp.publisher_confirmer.unconfirmed,emq.option.publishing.delivery_mode,emq.option.queue.durable,emq.option.queue.exclusive,emq.amqp.channel.rate_limit_wait_ms,emq.amqp.publisher_confirmer.deadline,messaging.destination_kind,messaging.operation,emq.option.publishing.confirm.pending_limit,emq.amqp.queue.name,emq.option.queue.message_ttl_ms,emq.nats.conn.messages_rx,requeue,messaging.message_id,emq.option.queue.ttl_ms,emq.amqp.channel.close_ms,emq.amqp.publisher.message_buffer.size,messaging.message_payload_size_bytes,emq.option.publishing.confirm,emq.amqp.channel.cancel_ms,emq.amqp.channel.tag,messaging.message.id,emq.amqp.conn.channel_open_ms,messaging.protocol,emq.amqp.channel.total,emq.nats.conn.messages_tx,emq.amqp.consumer.tag,messaging.system,db.redis.pipeline.cmds.status_messages,emq.option.queue.server_location,emq.amqp.publisher.id,emq.amqp.conn.role,emq.option.publishing.buffer.disk.max_message_bytes,emq.option.queue.ha,eve.mq-go.broker.id,eve.grpc.consumer.prev_inflight_scheduled_ms,eve.response.payload_bytes,eve.msg.ack,payload_publish_ms,eve.tasklet.initial_scheduling_ms,eve.tasklet.wait_ms,queue_wait_duration_seconds,eve.tenant,name,db.statement,service.name,parent_name,duration_ms,trace.parent_id,http.status_code,exception.message,error,rpc.method"
all span events in php-backend for the past two hours,"dc.sli.php-backend-error,span.num_events,dc.zend_action,trace.span_id,exception.stacktrace,trace.link.span_id,span.kind,duration_ms,app.sid,app.errors,code.lineno,db.system,error,trace.link.trace_id,Duration MS groupable,code.php.error_level,trace.trace_id,trace.parent_id,rpc.method,code.namespace,exception.type,telemetry.sdk.language,dc.check_trace_parent,span.num_links,code.function,app.cart.totalPrice,process.pid,host.arch,http.url,db.statement,http.method,app.shipping.addresses,dc.log10_duration_ms,app.user.id,rpc.service,app.cart.cartState,rpc.system,name,app.vid,http.target,app.cart.id,app.cart.lineItems,app.cart.shippingAddress.state,app.fancy_url,os.version,app.user.email,exception.escaped,service.name,parent_name,status_code,message,dc.unified.http.status_code,exception.message"
only traces with more than 6 spans,"trace.span_id,trace.trace_id,trace.link.span_id,trace.link.trace_id,trace.parent_id,span.num_links,span.num_events,span.kind,targetSeverity,triggerAge,error,partition,processed,env,ruleID,topic,name,highWaterMarkOffset,triggerTimestamp,component,duration_ms,db.system,pgx.batch.size,telemetry.sdk.language,key,http.flavor,batch_size,host.name,http.wrote_bytes,exception.type,type,parent_name,service.name,db.user,service.version,http.scheme,http.user_agent,status_code,telemetry.sdk.name,user_id,telemetry.sdk.version,exception.message,messaging.source.name,messaging.system,net.host.port,rpc.method,initialOffset,meta.signal_type,net.peer.name,net.host.name,db.statement,http.status_code,http.route"
slow requests,"duration_ms,http.url,http.method,net.transport,express.type,http.target,http.route,Error,Status Code,service.version,service.namespace,name,express.name,http.host,service.name,http.scheme,type,http.flavor,span.kind,gropyus.maintained-by,library.version,status_code,gropyus.realm,net.host.port,net.host.ip,process.command,peer.ipv4,library.name,net.peer.port,http.status_code,process.owner,http.user_agent,net.host.name,process.pid,gropyus.stage,gropyus.application,span.num_links,net.peer.name,trace.trace_id,gropyus.service,http.status_text,trace.span_id,deployment.environment,process.runtime.version,net.peer.ip,meta.signal_type,span.num_events,process.runtime.description,process.command_args,telemetry.instrumentation_library,trace.parent_id"
95th percentile latency with 2 minutes granularity for last hour,"duration_ms,meta.refinery.original_sample_rate,telemetry.sdk.language,telemetry.instrumentation_library,trace.span_id,trace.trace_id,http.response_content_length,net.peer.port,code.namespace,exception.stacktrace,rpc.system,db.user,db.system,net.host.name,span.num_events,error,status_code,rpc.service,thread.id,net.sock.host.port,process.pid,span.kind,net.sock.peer.port,host.name,http.target,net.peer.name,telemetry.auto.version,meta.signal_type,rpc.method,name,db.operation,telemetry.sdk.version,db.name,http.route,http.url,user_agent.original,service.name,net.protocol.version,host.arch,db.sql.table,thread.name,http.request_content_length,net.sock.peer.addr,net.sock.host.addr,exception.type,meta.refinery.reason,library.version,telemetry.sdk.name,process.command_line,os.type,parent_name,trace.parent_id,http.status_code,db.statement,exception.message"
slow requests,"duration_ms,request.young_renter,http.url,http.method,response.available,response.vehicle.long_description,error,http.target,http.route,request.code,response.delivery_place_details.vague,response.deeplink_data.url,response.days,response.vehicle.short_description,name,request.start_address,http.host,response.return_place_details.vague,service.name,request.coupon_code,db.system,db.user,http.scheme,type,response.currency,http.flavor,span.kind,db.name,exception.stacktrace,response.vehicle.unlimited_mileage,library.version,db.statement,status_code,request.apply_credits,net.host.port,response.vehicle.suitcases,response.vehicle.doors,exception.type,response.pricing_breakdown.fees.delivery,vehicle_class,response.token,response.vehicle.seats,response.vehicle.sipp,response.pricing_breakdown.rate,library.name,response.pricing_breakdown.mileage.included,response.pricing_breakdown.fees.hidden_delivery,response.vehicle.img_src,net.peer.port,request.start_date,trace.parent_id,http.status_code,exception.message,parent_name"
whats slow?,"duration_ms,http.target,error,name,host.arch,thread.name,db.system,span.kind,host.name,os.type,type,thread.id,db.name,db.user,library.name,db.operation,http.url,exception.type,http.method,parent_name,http.scheme,service.name,rpc.system,os.description,db.sql.table,http.route,library.version,code.namespace,rpc.method,net.peer.name,exception.stacktrace,process.pid,status_message,net.host.name,http.request_content_length,code.function,net.protocol.name,exception.message,telemetry.sdk.language,http.response_content_length,rpc.service,status_code,meta.signal_type,user_agent.original,net.sock.peer.name,span.num_events,net.host.port,net.peer.port,process.runtime.description,process.runtime.name,trace.parent_id,http.status_code"
slow requests,"sli_route_latency_1500,duration_ms,queueSize,sli_route_latency,cachesize,requestID,discount,dropped,http.url,http.method,net.transport,error,orderid,http.target,http.route,rpc.method,http.request_content_length,ip,service.version,active_threads,rpc.service,success,currency,Context Keys,pending_pool,pool,name,message.type,area,http.host,host.name,thread.id,grpc.kind,service.name,runtime.jvm.memory.pool,host.arch,rpc.user_agent,rpc.system,method,runtime.jvm.gc.time,http.scheme,type,http.flavor,span.kind,itemCount,db.name,context_keys,thread.name,library.version,gc,db.statement,exception.message,http.status_code,parent_name,trace.parent_id,service_name"
slow requests,"duration_ms,http.url,http.method,net.transport,error,http.target,http.route,rpc.method,rpc.service,db.operation,name,http.host,service.name,db.system,rpc.system,db.user,http.scheme,type,span.kind,db.name,exception.stacktrace,library.version,db.statement,status_code,exception.type,code.namespace,process.command,trace.link.trace_id,library.name,rake.task,net.peer.port,http.status_code,status_message,http.user_agent,messaging.system,exception.message,process.pid,span.num_links,code.function,serializer.renderer,net.peer.name,serializer.name,serializer.format,parent_name,trace.trace_id,aws.region,messaging.operation,messaging.destination,trace.span_id,process.runtime.version,service_name,trace.parent_id"
show me all spans with span events,"span.num_events,trace.link.span_id,trace.span_id,span.kind,span.num_links,exception.stacktrace,dc.check_trace_parent,trace.link.trace_id,trace.trace_id,trace.parent_id,duration_ms,code.namespace,http.target,Duration MS groupable,code.lineno,telemetry.sdk.language,http.url,dc.zend_action,parent_name,dc.log10_duration_ms,name,app.shipping.delivery_date_calendar,error,app.shipping.addresses,app.errors,db.system,dc.commercetools.conflicts,code.function,app.vid,app.fancy_url,app.cart.cartState,telemetry.sdk.name,service.name,app.cart.lineItems,exception.escaped,app.shipping.offers.count,dc.first_url_segment,process.owner,library.name,exception.type,os.version,app.sid,os.type,process.runtime.name,dc.is_homepage,app.user.email,app.cart.shippingAddress.state,host.name,process.pid,os.description,message,db.statement,exception.message,dc.unified.http.status_code"
slow requests,"gateway.rest.latency.p001,gateway.rest.latency.p01,gateway.rest.latency.p05,gateway.rest.latency.p999,gateway.rest.latency.min,gateway.rest.latency.avg,gateway.rest.latency.p75,gateway.rest.latency.p95,order.create_quote.latency.min,gateway.rest.latency.p99,gateway.rest.error.rate,gateway.rest.latency.p10,gateway.rest.latency.p25,source,order.create_quote.latency.p01,workspace,order.create_quote.latency.p001,gateway.rest.latency.count,order.create_quote.latency.p05,order.create_quote.latency.p999,order.create_quote.latency.p75,order.create_sales_order.latency.min,gateway.rest.latency.sum,gateway.rest.latency.p50,order.create_sales_order.latency.p75,order.create_sales_order.latency.p05,order.create_quote.latency.p99,gateway.rest.latency.p90,order.create_quote.latency.p95,order.create_quote.latency.avg,gateway.rest.latency.max,order.create_quote.latency.p25,service.name,order.create_quote.latency.p50,order.create_quote.latency.count,order.create_quote.latency.p90,order.create_quote.latency.p10,order.create_sales_order.latency.p99,order.create_sales_order.latency.p001,gateway.rest.error.count,order.create_sales_order.latency.p999,order.create_quote.latency.max,gateway.rest.count,order.create_quote.latency.sum,order.create_sales_order.latency.avg,order.create_sales_order.latency.p25,order.create_sales_order.latency.p95,order.create_sales_order.latency.p01,order.create_sales_order.latency.p10,order.create_quote.error.rate,http.route,name,trace.parent_id,duration_ms"
